"","Series","Ep.name","Season","Ep.Number","Ep.Rating","Length","Year","Votes","Genre.1","Genre2","Genre3","Series.Rating","TV.Rating","Location"
"3132","Spartacus: War of the Damned","The Thing in the Pit",1,4,8.2,49,2010,2221,"Action","Adventure","Biography",8.5,"TV-MA","Fictional"
"3133","Spartacus: War of the Damned","Shadow Games",1,5,8.6,55,2010,2469,"Action","Adventure","Biography",8.5,"TV-MA","Fictional"
"3134","Spartacus: War of the Damned","Delicate Things",1,6,8.3,54,2010,2151,"Action","Adventure","Biography",8.5,"TV-MA","Fictional"
"3135","Spartacus: War of the Damned","Great and Unfortunate Things",1,7,8.1,51,2010,1962,"Action","Adventure","Biography",8.5,"TV-MA","Fictional"
"3136","Spartacus: War of the Damned","Mark of the Brotherhood",1,8,8.2,51,2010,1975,"Action","Adventure","Biography",8.5,"TV-MA","Fictional"
"3137","Spartacus: War of the Damned","Whore",1,9,8.4,50,2010,2210,"Action","Adventure","Biography",8.5,"TV-MA","Fictional"
"3138","Spartacus: War of the Damned","Party Favors",1,10,8.7,52,2010,2340,"Action","Adventure","Biography",8.5,"TV-MA","Fictional"
"3139","Spartacus: War of the Damned","Old Wounds",1,11,8.3,52,2010,2082,"Action","Adventure","Biography",8.5,"TV-MA","Fictional"
"3140","Spartacus: War of the Damned","Revelations",1,12,8.6,55,2010,2218,"Action","Adventure","Biography",8.5,"TV-MA","Fictional"
"3141","Spartacus: War of the Damned","Kill Them All",1,13,9.4,54,2010,4390,"Action","Adventure","Biography",8.5,"TV-MA","Fictional"
"3142","Spartacus: War of the Damned","Fugitivus",2,1,8.1,56,2012,2361,"Action","Adventure","Biography",8.5,"TV-MA","Fictional"
"3143","Spartacus: War of the Damned","A Place in This World",2,2,7.9,51,2012,1691,"Action","Adventure","Biography",8.5,"TV-MA","Fictional"
"3144","Spartacus: War of the Damned","The Greater Good",2,3,8.1,52,2012,1661,"Action","Adventure","Biography",8.5,"TV-MA","Fictional"
"3145","Spartacus: War of the Damned","Empty Hands",2,4,8,57,2012,1589,"Action","Adventure","Biography",8.5,"TV-MA","Fictional"
"3146","Spartacus: War of the Damned","Libertus",2,5,8.9,54,2012,2602,"Action","Adventure","Biography",8.5,"TV-MA","Fictional"
"3147","Spartacus: War of the Damned","Chosen Path",2,6,8,54,2012,1533,"Action","Adventure","Biography",8.5,"TV-MA","Fictional"
"3148","Spartacus: War of the Damned","Sacramentum",2,7,8.2,54,2012,1712,"Action","Adventure","Biography",8.5,"TV-MA","Fictional"
"3149","Spartacus: War of the Damned","Balance",2,8,8.1,56,2012,1541,"Action","Adventure","Biography",8.5,"TV-MA","Fictional"
"3150","Spartacus: War of the Damned","Monsters",2,9,8.4,54,2012,1837,"Action","Adventure","Biography",8.5,"TV-MA","Fictional"
"3151","Spartacus: War of the Damned","Wrath of the Gods",2,10,9.1,59,2012,3099,"Action","Adventure","Biography",8.5,"TV-MA","Fictional"
"3152","Spartacus: War of the Damned","Enemies of Rome",3,1,8.3,51,2013,2316,"Action","Adventure","Biography",8.5,"TV-MA","Fictional"
"3153","Spartacus: War of the Damned","Enemies of Rome",3,1,8.3,51,2013,2316,"Action","Adventure","Biography",8.5,"TV-MA","Fictional"
"3154","Spartacus: War of the Damned","Wolves at the Gate",3,2,8.2,52,2013,1751,"Action","Adventure","Biography",8.5,"TV-MA","Fictional"
"3155","Spartacus: War of the Damned","Wolves at the Gate",3,2,8.2,52,2013,1751,"Action","Adventure","Biography",8.5,"TV-MA","Fictional"
"3156","Spartacus: War of the Damned","Men of Honor",3,3,8.1,56,2013,1631,"Action","Adventure","Biography",8.5,"TV-MA","Fictional"
"3157","Spartacus: War of the Damned","Men of Honor",3,3,8.1,56,2013,1631,"Action","Adventure","Biography",8.5,"TV-MA","Fictional"
"3158","Spartacus: War of the Damned","Decimation",3,4,8.1,56,2013,1658,"Action","Adventure","Biography",8.5,"TV-MA","Fictional"
"3159","Spartacus: War of the Damned","Decimation",3,4,8.1,56,2013,1658,"Action","Adventure","Biography",8.5,"TV-MA","Fictional"
"3160","Spartacus: War of the Damned","Blood Brothers",3,5,8.4,53,2013,1833,"Action","Adventure","Biography",8.5,"TV-MA","Fictional"
"3161","Spartacus: War of the Damned","Blood Brothers",3,5,8.4,53,2013,1833,"Action","Adventure","Biography",8.5,"TV-MA","Fictional"
"3162","Spartacus: War of the Damned","Spoils of War",3,6,8.2,56,2013,1701,"Action","Adventure","Biography",8.5,"TV-MA","Fictional"
"3163","Spartacus: War of the Damned","Spoils of War",3,6,8.2,56,2013,1701,"Action","Adventure","Biography",8.5,"TV-MA","Fictional"
"3164","Spartacus: War of the Damned","Mors Indecepta",3,7,8.1,53,2013,1608,"Action","Adventure","Biography",8.5,"TV-MA","Fictional"
"3165","Spartacus: War of the Damned","Mors Indecepta",3,7,8.1,53,2013,1608,"Action","Adventure","Biography",8.5,"TV-MA","Fictional"
"3166","Spartacus: War of the Damned","Separate Paths",3,8,8.4,53,2013,2129,"Action","Adventure","Biography",8.5,"TV-MA","Fictional"
"3167","Spartacus: War of the Damned","Separate Paths",3,8,8.4,53,2013,2129,"Action","Adventure","Biography",8.5,"TV-MA","Fictional"
"3168","Spartacus: War of the Damned","The Dead and the Dying",3,9,8.6,57,2013,2220,"Action","Adventure","Biography",8.5,"TV-MA","Fictional"
"3169","Spartacus: War of the Damned","The Dead and the Dying",3,9,8.6,57,2013,2220,"Action","Adventure","Biography",8.5,"TV-MA","Fictional"
"3170","Spartacus: War of the Damned","Victory",3,10,9.5,58,2013,6223,"Action","Adventure","Biography",8.5,"TV-MA","Fictional"
"3171","Spartacus: War of the Damned","Victory",3,10,9.5,58,2013,6223,"Action","Adventure","Biography",8.5,"TV-MA","Fictional"
"3172","Hannibal","Apéritif",1,1,8.5,42,2013,4879,"Crime","Drama","Horror",8.5,"TV-14","Minnesota"
"3173","Hannibal","Amuse-Bouche",1,2,8.4,42,2013,4056,"Crime","Drama","Horror",8.5,"TV-14","Minnesota"
"3174","Hannibal","Potage",1,3,8.4,42,2013,3736,"Crime","Drama","Horror",8.5,"TV-14","Minnesota"
"3175","Hannibal","Oeuf",1,4,8.1,43,2013,3124,"Crime","Drama","Horror",8.5,"TV-14","Minnesota"
"3176","Hannibal","Coquilles",1,5,8.2,41,2013,3440,"Crime","Drama","Horror",8.5,"TV-14","Minnesota"
"3177","Hannibal","Entrée",1,6,8.7,41,2013,3292,"Crime","Drama","Horror",8.5,"TV-14","Minnesota"
"3178","Hannibal","Sorbet",1,7,8.9,44,2013,3456,"Crime","Drama","Horror",8.5,"TV-14","Minnesota"
"3179","Hannibal","Fromage",1,8,9.1,43,2013,3484,"Crime","Drama","Horror",8.5,"TV-14","Minnesota"
"3180","Hannibal","Trou Normand",1,9,8.5,43,2013,3192,"Crime","Drama","Horror",8.5,"TV-14","Minnesota"
"3181","Hannibal","Buffet Froid",1,10,8.9,44,2013,3347,"Crime","Drama","Horror",8.5,"TV-14","Minnesota"
"3182","Hannibal","Rôti",1,11,8.7,44,2013,3133,"Crime","Drama","Horror",8.5,"TV-14","Minnesota"
"3183","Hannibal","Relevés",1,12,9,44,2013,3181,"Crime","Drama","Horror",8.5,"TV-14","Minnesota"
"3184","Hannibal","Savoureux",1,13,9.3,43,2013,3871,"Crime","Drama","Horror",8.5,"TV-14","Minnesota"
"3185","Hannibal","Kaiseki",2,1,9,42,2014,3849,"Crime","Drama","Horror",8.5,"TV-14","Minnesota"
"3186","Hannibal","Sakizuke",2,2,9.1,42,2014,3530,"Crime","Drama","Horror",8.5,"TV-14","Minnesota"
"3187","Hannibal","Hassun",2,3,8.9,42,2014,3273,"Crime","Drama","Horror",8.5,"TV-14","Minnesota"
"3188","Hannibal","Takiawase",2,4,9.3,42,2014,3605,"Crime","Drama","Horror",8.5,"TV-14","Minnesota"
"3189","Hannibal","Mukozuke",2,5,9.4,42,2014,3645,"Crime","Drama","Horror",8.5,"TV-14","Minnesota"
"3190","Hannibal","Futamono",2,6,9.4,42,2014,3568,"Crime","Drama","Horror",8.5,"TV-14","Minnesota"
"3191","Hannibal","Yakimono",2,7,9.3,42,2014,3384,"Crime","Drama","Horror",8.5,"TV-14","Minnesota"
"3192","Hannibal","Su-zakana",2,8,8.7,44,2014,3116,"Crime","Drama","Horror",8.5,"TV-14","Minnesota"
"3193","Hannibal","Shiizakana",2,9,8.8,43,2014,3088,"Crime","Drama","Horror",8.5,"TV-14","Minnesota"
"3194","Hannibal","Naka-Choko",2,10,9.1,44,2014,3218,"Crime","Drama","Horror",8.5,"TV-14","Minnesota"
"3195","Hannibal","Ko No Mono",2,11,9.1,44,2014,3167,"Crime","Drama","Horror",8.5,"TV-14","Minnesota"
"3196","Hannibal","Tome-wan",2,12,9.4,44,2014,3619,"Crime","Drama","Horror",8.5,"TV-14","Minnesota"
"3197","Hannibal","Mizumono",2,13,9.9,44,2014,12588,"Crime","Drama","Horror",8.5,"TV-14","Minnesota"
"3198","Hannibal","Antipasto",3,1,8.6,43,2015,4198,"Crime","Drama","Horror",8.5,"TV-14","Minnesota"
"3199","Hannibal","Primavera",3,2,8.4,44,2015,3262,"Crime","Drama","Horror",8.5,"TV-14","Minnesota"
"3200","Hannibal","Secondo",3,3,8.5,44,2015,2884,"Crime","Drama","Horror",8.5,"TV-14","Minnesota"
"3201","Hannibal","Aperitivo",3,4,8.5,44,2015,2812,"Crime","Drama","Horror",8.5,"TV-14","Minnesota"
"3202","Hannibal","Contorno",3,5,9.3,44,2015,3327,"Crime","Drama","Horror",8.5,"TV-14","Minnesota"
"3203","Hannibal","Dolce",3,6,9.1,44,2015,2867,"Crime","Drama","Horror",8.5,"TV-14","Minnesota"
"3204","Hannibal","Digestivo",3,7,9.5,44,2015,3742,"Crime","Drama","Horror",8.5,"TV-14","Minnesota"
"3205","Hannibal","The Great Red Dragon",3,8,8.9,44,2015,2509,"Crime","Drama","Horror",8.5,"TV-14","Minnesota"
"3206","Hannibal","...And the Woman Clothed with the Sun",3,9,8.8,44,2015,2289,"Crime","Drama","Horror",8.5,"TV-14","Minnesota"
"3207","Hannibal","...And the Woman Clothed in Sun",3,10,8.9,44,2015,2316,"Crime","Drama","Horror",8.5,"TV-14","Minnesota"
"3208","Hannibal","...And the Beast from the Sea",3,11,9,44,2015,2270,"Crime","Drama","Horror",8.5,"TV-14","Minnesota"
"3209","Hannibal","The Number of the Beast Is 666",3,12,9.2,44,2015,2609,"Crime","Drama","Horror",8.5,"TV-14","Minnesota"
"3210","Hannibal","The Wrath of the Lamb",3,13,9.8,43,2015,9942,"Crime","Drama","Horror",8.5,"TV-14","Minnesota"
"3211","Futurama","Space Pilot 3000",1,1,8.7,30,1999,2094,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3212","Futurama","The Series Has Landed",1,2,8.2,30,1999,1621,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3213","Futurama","I, Roommate",1,3,8.3,30,1999,1604,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3214","Futurama","Love's Labours Lost in Space",1,4,8.4,30,1999,1542,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3215","Futurama","Fear of a Bot Planet",1,5,8,30,1999,1425,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3216","Futurama","A Fishful of Dollars",1,6,8.5,30,1999,1509,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3217","Futurama","My Three Suns",1,7,8.1,30,1999,1414,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3218","Futurama","A Big Piece of Garbage",1,8,8.2,30,1999,1415,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3219","Futurama","Hell Is Other Robots",1,9,8.2,30,1999,1457,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3220","Futurama","A Flight to Remember",2,1,8.3,30,1999,1467,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3221","Futurama","Mars University",2,2,7.9,30,1999,1366,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3222","Futurama","When Aliens Attack",2,3,8.2,30,1999,1338,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3223","Futurama","Fry and the Slurm Factory",2,4,8.4,30,1999,1491,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3224","Futurama","I Second That Emotion",2,5,7.8,30,1999,1269,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3225","Futurama","Brannigan, Begin Again",2,6,8.2,23,1999,1285,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3226","Futurama","A Head in the Polls",2,7,7.9,30,1999,1254,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3227","Futurama","Xmas Story",2,8,8.3,30,1999,1371,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3228","Futurama","Why Must I Be a Crustacean in Love?",2,9,8.2,23,2000,1316,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3229","Futurama","Put Your Head on My Shoulders",2,10,7.7,30,2000,1188,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3230","Futurama","The Lesser of Two Evils",2,11,7.7,30,2000,1182,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3231","Futurama","Raging Bender",2,12,7.8,30,2000,1172,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3232","Futurama","A Bicyclops Built for Two",2,13,8.2,30,2000,1239,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3233","Futurama","How Hermes Requisitioned His Groove Back",2,14,8.2,30,2000,1220,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3234","Futurama","A Clone of My Own",2,15,7.6,23,2000,1151,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3235","Futurama","The Deep South",2,16,8,30,2000,1212,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3236","Futurama","Bender Gets Made",2,17,7.7,30,2000,1143,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3237","Futurama","The Problem with Popplers",2,18,8.5,30,2000,1294,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3238","Futurama","Mother's Day",2,19,7.9,30,2000,1163,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3239","Futurama","Anthology of Interest I",2,20,8.6,30,2000,1338,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3240","Futurama","The Honking",3,1,7.5,30,2000,1178,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3241","Futurama","War Is the H-Word",3,2,8.5,30,2000,1364,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3242","Futurama","The Cryonic Woman",3,3,7.5,30,2000,1140,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3243","Futurama","Parasites Lost",3,4,8.9,30,2001,1450,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3244","Futurama","Amazon Women in the Mood",3,5,8.8,30,2001,1583,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3245","Futurama","Bendless Love",3,6,7.3,30,2001,1093,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3246","Futurama","The Day the Earth Stood Stupid",3,7,8.5,30,2001,1233,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3247","Futurama","That's Lobstertainment!",3,8,7.3,30,2001,1110,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3248","Futurama","The Birdbot of Ice-Catraz",3,9,7.6,30,2001,1099,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3249","Futurama","The Luck of the Fryrish",3,10,9.4,30,2001,2592,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3250","Futurama","The Cyber House Rules",3,11,7.8,30,2001,1097,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3251","Futurama","Insane in the Mainframe",3,12,8.2,30,2001,1178,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3252","Futurama","Bendin' in the Wind",3,13,7.4,30,2001,1101,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3253","Futurama","Time Keeps on Slipping",3,14,8.3,30,2001,1260,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3254","Futurama","I Dated a Robot",3,15,7.7,30,2001,1117,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3255","Futurama","Roswell That Ends Well",4,1,9.1,30,2001,1616,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3256","Futurama","A Tale of Two Santas",4,2,7.9,30,2001,1109,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3257","Futurama","Anthology of Interest II",4,3,8.3,30,2002,1178,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3258","Futurama","Love and Rocket",4,4,7.8,30,2002,1102,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3259","Futurama","Leela's Homeworld",4,5,8.7,30,2002,1310,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3260","Futurama","Where the Buggalo Roam",4,6,7.7,30,2002,1058,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3261","Futurama","A Pharaoh to Remember",4,7,7.7,30,2002,1096,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3262","Futurama","Godfellas",4,8,8.8,30,2002,1648,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3263","Futurama","Future Stock",4,9,7.8,30,2002,1062,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3264","Futurama","A Leela of Her Own",4,10,7.1,30,2002,1032,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3265","Futurama","30% Iron Chef",4,11,7.8,30,2002,1039,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3266","Futurama","Where No Fan Has Gone Before",4,12,8.3,30,2002,1383,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3267","Futurama","Crimes of the Hot",5,1,8,23,2002,1023,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3268","Futurama","Jurassic Bark",5,2,9.5,23,2002,3471,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3269","Futurama","The Route of All Evil",5,3,7.4,23,2002,1011,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3270","Futurama","A Taste of Freedom",5,4,8.1,23,2002,1024,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3271","Futurama","Kif Gets Knocked Up a Notch",5,5,7.9,23,2003,1055,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3272","Futurama","Less Than Hero",5,6,7.9,22,2003,1037,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3273","Futurama","Teenage Mutant Leela's Hurdles",5,7,8.3,23,2003,1088,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3274","Futurama","The Why of Fry",5,8,8.8,23,2003,1201,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3275","Futurama","The Sting",5,9,9.1,23,2003,1786,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3276","Futurama","The Farnsworth Parabox",5,10,8.8,23,2003,1323,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3277","Futurama","Three Hundred Big Boys",5,11,8.3,23,2003,1094,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3278","Futurama","Spanish Fry",5,12,7.8,23,2003,1043,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3279","Futurama","Bend Her",5,13,7.4,23,2003,1021,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3280","Futurama","Obsoletely Fabulous",5,14,7.8,23,2003,1020,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3281","Futurama","Bender Should Not Be Allowed on TV",5,15,7.6,23,2003,1025,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3282","Futurama","The Devil's Hands Are Idle Playthings",5,16,9.1,23,2003,1842,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3283","Futurama","Rebirth",6,1,7.9,22,2010,1288,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3284","Futurama","In-A-Gadda-Da-Leela",6,2,7.2,22,2010,1134,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3285","Futurama","Attack of the Killer App",6,3,7.9,22,2010,1184,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3286","Futurama","Proposition Infinity",6,4,7.4,22,2010,1013,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3287","Futurama","The Duh-Vinci Code",6,5,7.3,22,2010,1056,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3288","Futurama","Lethal Inspection",6,6,8.7,22,2010,1350,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3289","Futurama","The Late Philip J. Fry",6,7,9.3,22,2010,2109,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3290","Futurama","That Darn Katz!",6,8,7.4,22,2010,961,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3291","Futurama","A Clockwork Origin",6,9,7.9,22,2010,984,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3292","Futurama","The Prisoner of Benda",6,10,8.3,22,2010,1028,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3293","Futurama","Lrrreconcilable Ndndifferences",6,11,7.4,22,2010,876,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3294","Futurama","The Mutants Are Revolting",6,12,7.6,22,2010,841,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3295","Futurama","The Futurama Holiday Spectacular",6,13,6.6,22,2010,909,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3296","Futurama","Neutopia",6,14,7.6,22,2011,914,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3297","Futurama","Benderama",6,15,7.7,22,2011,884,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3298","Futurama","Ghost in the Machines",6,16,7.6,30,2011,805,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3299","Futurama","Law and Oracle",6,17,8.1,30,2011,870,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3300","Futurama","The Silence of the Clamps",6,18,7.6,30,2011,798,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3301","Futurama","Yo Leela Leela",6,19,7,22,2011,807,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3302","Futurama","All the Presidents' Heads",6,20,7.4,30,2011,764,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3303","Futurama","Möbius Dick",6,21,7.4,30,2011,784,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3304","Futurama","Fry Am the Egg Man",6,22,7.3,30,2011,738,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3305","Futurama","The Tip of the Zoidberg",6,23,7.8,30,2011,808,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3306","Futurama","Cold Warriors",6,24,7.7,30,2011,794,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3307","Futurama","Overclockwise",6,25,8,22,2011,829,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3308","Futurama","Reincarnation",6,26,8,22,2011,956,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3309","Futurama","The Bots and the Bees",7,1,7.8,22,2012,964,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3310","Futurama","A Farewell to Arms",7,2,7.6,22,2012,799,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3311","Futurama","Decision 3012",7,3,7.6,22,2012,819,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3312","Futurama","The Thief of Baghead",7,4,7.3,22,2012,739,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3313","Futurama","Zapp Dingbat",7,5,7.3,22,2012,722,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3314","Futurama","The Butterjunk Effect",7,6,7.1,22,2012,733,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3315","Futurama","The Six Million Dollar Mon",7,7,7.6,22,2012,745,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3316","Futurama","Fun on a Bun",7,8,7.7,22,2012,761,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3317","Futurama","Free Will Hunting",7,9,7.4,22,2012,714,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3318","Futurama","Near-Death Wish",7,10,7.7,22,2012,727,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3319","Futurama","Viva Mars Vegas",7,11,7.7,22,2012,682,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3320","Futurama","31st Century Fox",7,12,7.3,22,2012,705,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3321","Futurama","Naturama",7,13,7.3,22,2012,840,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3322","Futurama","2-D Blacktop",7,14,7.4,22,2013,707,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3323","Futurama","Fry and Leela's Big Fling",7,15,8.1,22,2013,699,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3324","Futurama","T.: The Terrestrial",7,16,7.5,22,2013,673,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3325","Futurama","Forty Percent Leadbelly",7,17,6.7,22,2013,699,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
"3326","Futurama","The Inhuman Torch",7,18,7.2,22,2013,677,"Animation","Comedy","Sci-Fi",8.5,"TV-14","New York"
